"","otu","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2846","OTU2846","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2847","OTU2847","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2848","OTU2848","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2849","OTU2849","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2850","OTU2850","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2851","OTU2851","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"2852","OTU2852","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"2853","OTU2853","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","unclassified"
"2854","OTU2854","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","unclassified"
"2855","OTU2855","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2856","OTU2856","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2857","OTU2857","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"2858","OTU2858","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2859","OTU2859","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2860","OTU2860","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2861","OTU2861","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2862","OTU2862","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","unclassified","unclassified"
"2863","OTU2863","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2864","OTU2864","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2865","OTU2865","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2866","OTU2866","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","unclassified","unclassified","unclassified"
"2867","OTU2867","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","unclassified","unclassified","unclassified"
"2868","OTU2868","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","unclassified"
"2869","OTU2869","Bacteria","Verrucomicrobia","Opitutae","unclassified","unclassified","unclassified","unclassified"
"2870","OTU2870","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Barnesiella","unclassified"
"2871","OTU2871","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Gallibacterium","anatis"
"2872","OTU2872","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","unclassified","unclassified"
"2873","OTU2873","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2874","OTU2874","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eubacterium","ventriosum"
"2875","OTU2875","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","unclassified","unclassified"
"2876","OTU2876","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2877","OTU2877","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2878","OTU2878","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassospira","unclassified"
"2879","OTU2879","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2880","OTU2880","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"2881","OTU2881","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"2882","OTU2882","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","unclassified"
"2883","OTU2883","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2884","OTU2884","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"2885","OTU2885","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Parasutterella","unclassified"
"2886","OTU2886","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"2887","OTU2887","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified"
"2888","OTU2888","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2889","OTU2889","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2890","OTU2890","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified","unclassified","unclassified"
"2891","OTU2891","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"2892","OTU2892","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"2893","OTU2893","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2894","OTU2894","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","gnavus"
"2895","OTU2895","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2896","OTU2896","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2897","OTU2897","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2898","OTU2898","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2899","OTU2899","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","unclassified"
"2900","OTU2900","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2901","OTU2901","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2902","OTU2902","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2903","OTU2903","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","bifidum"
"2904","OTU2904","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"2905","OTU2905","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2906","OTU2906","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2907","OTU2907","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2908","OTU2908","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"2909","OTU2909","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2910","OTU2910","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","unclassified","unclassified","unclassified"
"2911","OTU2911","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2912","OTU2912","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2913","OTU2913","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"2914","OTU2914","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2915","OTU2915","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2916","OTU2916","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2917","OTU2917","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"2918","OTU2918","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"2919","OTU2919","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","unclassified","unclassified"
"2920","OTU2920","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2921","OTU2921","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2922","OTU2922","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","unclassified"
"2923","OTU2923","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"2924","OTU2924","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","unclassified"
"2925","OTU2925","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2926","OTU2926","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2927","OTU2927","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2928","OTU2928","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2929","OTU2929","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2930","OTU2930","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2931","OTU2931","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"2932","OTU2932","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","unclassified"
"2933","OTU2933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"2934","OTU2934","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","unclassified","unclassified","unclassified"
"2935","OTU2935","Bacteria","Firmicutes","Bacilli","Bacillales","unclassified","Gemella","unclassified"
"2936","OTU2936","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"2937","OTU2937","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2938","OTU2938","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","unclassified"
"2939","OTU2939","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eubacterium","oxidoreducens"
"2940","OTU2940","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","unclassified"
"2941","OTU2941","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","unclassified"
"2942","OTU2942","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2943","OTU2943","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"2944","OTU2944","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"2945","OTU2945","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2946","OTU2946","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"2947","OTU2947","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","unclassified","unclassified"
"2948","OTU2948","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"2949","OTU2949","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","aldenense"
"2950","OTU2950","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2951","OTU2951","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2952","OTU2952","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","unclassified","unclassified"
"2953","OTU2953","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","unclassified"
"2954","OTU2954","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2955","OTU2955","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2956","OTU2956","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2957","OTU2957","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","unclassified","unclassified"
"2958","OTU2958","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","unclassified"
"2959","OTU2959","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","unclassified"
"2960","OTU2960","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"2961","OTU2961","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"2962","OTU2962","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Planifilum","unclassified"
"2963","OTU2963","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2964","OTU2964","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","unclassified","unclassified"
"2965","OTU2965","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2966","OTU2966","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2967","OTU2967","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","unclassified"
"2968","OTU2968","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","unclassified"
"2969","OTU2969","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"2970","OTU2970","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"2971","OTU2971","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2972","OTU2972","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2973","OTU2973","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"2974","OTU2974","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2975","OTU2975","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"2976","OTU2976","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2977","OTU2977","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"2978","OTU2978","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","unclassified"
"2979","OTU2979","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2980","OTU2980","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"2981","OTU2981","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","unclassified"
"2982","OTU2982","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2983","OTU2983","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","unclassified"
"2984","OTU2984","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","unclassified"
"2985","OTU2985","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2986","OTU2986","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"2987","OTU2987","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2988","OTU2988","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"2989","OTU2989","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","unclassified"
"2990","OTU2990","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2991","OTU2991","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"2992","OTU2992","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"2993","OTU2993","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2994","OTU2994","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus","gauvreauii"
"2995","OTU2995","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","unclassified"
"2996","OTU2996","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"2997","OTU2997","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","unclassified"
"2998","OTU2998","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","unclassified"
"2999","OTU2999","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium","unclassified"
"3000","OTU3000","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3001","OTU3001","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","unclassified","unclassified"
"3002","OTU3002","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3003","OTU3003","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","colinum"
"3004","OTU3004","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","unclassified","unclassified"
"3005","OTU3005","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"3006","OTU3006","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia","unclassified"
"3007","OTU3007","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","unclassified"
"3008","OTU3008","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eubacterium","hallii"
"3009","OTU3009","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3010","OTU3010","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3011","OTU3011","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3012","OTU3012","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","unclassified","unclassified"
"3013","OTU3013","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"3014","OTU3014","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","unclassified"
"3015","OTU3015","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3016","OTU3016","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3017","OTU3017","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"3018","OTU3018","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3019","OTU3019","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3020","OTU3020","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","breve"
"3021","OTU3021","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3022","OTU3022","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3023","OTU3023","Bacteria","Cyanobacteria","Chloroplast","unclassified","unclassified","unclassified","unclassified"
"3024","OTU3024","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","unclassified","unclassified"
"3025","OTU3025","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3026","OTU3026","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3027","OTU3027","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","unclassified"
"3028","OTU3028","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3029","OTU3029","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"3030","OTU3030","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3031","OTU3031","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","unclassified"
"3032","OTU3032","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"3033","OTU3033","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","unclassified"
"3034","OTU3034","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3035","OTU3035","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3036","OTU3036","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","unclassified","unclassified"
"3037","OTU3037","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","unclassified","unclassified"
"3038","OTU3038","Bacteria","Acidobacteria","Acidobacteria","Subgroup_4","unclassified","Blastocatella","unclassified"
"3039","OTU3039","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"3040","OTU3040","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unclassified"
"3041","OTU3041","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","marshii"
"3042","OTU3042","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","unclassified","unclassified"
"3043","OTU3043","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3044","OTU3044","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","unclassified"
"3045","OTU3045","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Eubacterium","coprostanoligenes"
"3046","OTU3046","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","unclassified"
"3047","OTU3047","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3048","OTU3048","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3049","OTU3049","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","unclassified"
"3050","OTU3050","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","unclassified"
"3051","OTU3051","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"3052","OTU3052","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3053","OTU3053","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","unclassified"
"3054","OTU3054","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","unclassified"
"3055","OTU3055","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3056","OTU3056","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified"
"3057","OTU3057","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3058","OTU3058","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","unclassified"
"3059","OTU3059","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","unclassified"
"3060","OTU3060","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3061","OTU3061","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3062","OTU3062","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
"3063","OTU3063","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","unclassified"
"3064","OTU3064","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3065","OTU3065","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3066","OTU3066","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"3067","OTU3067","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3068","OTU3068","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3069","OTU3069","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","unclassified"
"3070","OTU3070","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","unclassified"
"3071","OTU3071","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"3072","OTU3072","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3073","OTU3073","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"3074","OTU3074","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3075","OTU3075","Bacteria","Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"3076","OTU3076","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"3077","OTU3077","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"3078","OTU3078","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","unclassified"
