"","ID","Group","c","e","N","NLL"
"222","M1070_s15_vaginal","Prevotellaceae",0.487304080295097,0.300213663553524,6,218.135526856053
"231","M1070_s15_vaginal","Streptococcaceae",0.170596459864801,0.49133880945232,2,58.4892948456705
"241","M1070_s15_vaginal","Veillonellaceae",0.252973858909859,0.258448795274017,8,257.454678058018
"223","M1070_s17_vaginal","Actinomycetaceae",0.397465612615273,0.300553419256673,1,32.8667250999751
"319","M1070_s17_vaginal","Aerococcaceae",0.916908580973675,0.201677330953346,2,49.3874252868568
"419","M1070_s17_vaginal","Atopobiaceae",0.462395680938606,0.187249322083736,2,54.7107430358892
"519","M1070_s17_vaginal","Bacteroidaceae",0.168747323894535,0.0716929638358919,1,17.3457030334577
"619","M1070_s17_vaginal","Bifidobacteriaceae",0.162950630248585,0.0286127167378475,2,18.9868142272409
"719","M1070_s17_vaginal","Eggerthellaceae",0.33311063877249,0.101813680712141,1,20.6643021679191
"819","M1070_s17_vaginal","Gemellaceae",0.110009205056343,0.0440740224694606,1,12.4135252356896
"919","M1070_s17_vaginal","Lactobacillaceae",0.744291934284897,0.953840271161567,1,38.866093552389
"1019","M1070_s17_vaginal","Leptotrichiaceae",0.161820459070036,0.113016339320841,2,44.8442684583241
"1119","M1070_s17_vaginal","Mycoplasmataceae",0.3002407849626,0.218735477331971,1,30.1008988940821
"1219","M1070_s17_vaginal","Mycoplasmoidaceae",0.19942160509643,0.694946316296465,1,26.3113029184949
